id	text	label	size
200405	@maynotexplode i've seen a shift in the last week or so, and i myself have been pointing out voice lines and such from the game to share the light that, i m o, cait is not only a top, but dom-adjacent, with vi as her enthusiastic bottom bitch	NO	242
200406	@_alexsaaa Bitch, I’m more mad I gotta go re-order than anything. Like goddamn 😂	NO	80
200407	Very verbal too like holy fuck called me a slut, whore, bitch, faggot, good girl, and kept telling me how soft my mouth was and stuff along those lines	YES	151
200408	Public Housing Skate Team Life's A Bitch Tee Delivery - https://t.co/zeUynC6RzL	NO	79
200409	Your job told you to get back to work or you were gonna be replaced and you know you don’t have any skills so you took your miserable ass back to work lol. No raise. Lol stfu and point them lights bitch.	YES	203
200410	I just caught my bitch cheating and I’m too playa to tell her what I just peeped 😂😂😂	YES	84
200411	"Just argued with my nephew for 5 mins about Minecraft. Ended with ""the ender dragon is a little bitch"" I'm pretty sure I won"	NO	124
200412	@Twenty4kaii Bitch I’m not sucking shit. You mfs really go too high to see a problem in everything &amp; everybody. And last time I check it was an opinion like tf I said weird bitch. I hope analyze your life the way you do the next	YES	232
200413	@FaZeSway Sway you ain’t neva touched a bitch on yo life	YES	56
200414	I fucked up. Skinny Turtle is the worst character on the show by a country mile. Guy turned into a lil bitch lol https://t.co/l1fdm7WdQP	NO	136
200415	@alex_denni0 This is like the 5th time one of my friends have roasted me this week. Stick a fork in me, get out the carving knife and call your friends for dinner because this bitch is cooked	NO	191
200416	@notreallyjcm Yeah but Dante was Italian, he was almost legally required to be a deeply extra messy bitch who lived for drama	NO	125
200417	"@StanManGundy1 @SeanRossSapp https://t.co/CAUmJFnEnC awaiting your tweet to Jon Silver condemning him for daring to use Jades nickname ""that bitch"", since you came down on me for using it. 1 minute 40 seconds."	YES	209
200418	@MeerkatsRMammal Went to Applebees requested NO celery with my wings since I am allergic. They brought me EXTRA and when my date asked that it be taken back and fresh wings brought to me they whispered to him that I was a high maintenance bitch and also that I had been there the week b4.	YES	288
200419	bitch I see Beyoncé I’m fainting https://t.co/yExbSlmZ49	NO	56
200420	Got a bad little bitch , pop xanx with me	YES	41
200422	I never had no big dog , I’m the one that stand off and show you bitches how to get off	YES	87
200423	"""remember when fnaf was scary"" remember when u got some bitches ? me neither https://t.co/ukXNWQmeSI"	YES	100
200424	biggest red flag is them bitches who think liking white boys is a cute little personality trait… (they’re all racist LOL!!!)	YES	124
200425	this what separates the mentally challenged from the women that keep it player . slow hoes be feeling like she’s her because she can get a nut up out a nigga but no money &amp; nothing else . bitches be SSI slow lol .. https://t.co/02ydYBoaYk	YES	242
200427	Maaaan I wish I could wear the heels Rihanna, Zendaya and all the other bad bitches wear. Bitch two terrible steps in and I’m crying. I can’t do it anymore. I’ll go barefoot.	NO	174
200429	bitches just throw anything on b lookin stupid as hell	YES	54
200430	Some broke bitches really stole my best friends phone	YES	53
200431	Demand your moms to get rest bitches! https://t.co/xnFBo6N5fJ	YES	61
200432	Koi bacha hai jisse chugli karke apni relationship ka mazaak udana baaki hai?That’s the difference b/w young Teja and Mature  #KaranKundrra. #tejasswiprakash never seeks relationship advice from anyone and NEVER bitches about him https://t.co/ExlPRj1GPy	NO	253
200433	I love when my job page someone who already left for the day. I laugh And say “bitches”	NO	87
200435	Not my professor saying that she would co-author a paper with me on a gender-queer approach to archaeology. That’s real allyship bitches	NO	136
200436	@Beatrizchristo3 @joctigney because I check her social media ? Y’all really sick over that shit ain’t you , so you bitches can go nuts over toosi, pooh sheisty and everybody else but I can’t have MY own idol	YES	207
200437	nvm fok u musty bitches i got one	YES	33
200441	@KaiZenKC @WitchesFor I felt a bit of it after I got dumped for the first time. This base/privative urge to blame all women for the feeling of rejection. The real answer is to be more empathetic and less self-absorbed - and ultimately try to improve yourself	YES	258
200442	@TruecelLife @stevenb21 @Interstella4L @IncelsCo You’re the one who’s planning on going on a murderous rampage because you blame all women for not sleeping with you, which is your fault	YES	185
200443	@ichinita310 That someone makes up words to win arguments and doesn’t have a personality so they blame all women??	YES	114
200444	@annakb84 @MikeThornton94 @SkyNews No it does not, i have worked in toxic all female environments and been abused and discriminated against just for being male, do i blame all women no i dont so why do you blame all men? Please do tell me	YES	238
200445	@Lawson_Lyon Nor did I say it was. I don't blame all women, but many women are guilty of this, even some women who identify as feminists.	YES	137
200446	"men who blame all women for their relationship troubles is like someone eating cheese and getting sick, and deciding to blame ALL cheese for being defective instead of maaaybe considering they might be lactose intolerant.in conclusion, if it's ""everyone else"", it's probably you"	YES	278
200447	@K_Poppins @nagle_mo @Juandan @Havesomegrace_ I don't blame all women, but we can't just let some of you vote. So the fight to preserve liberty will continue. Thanks for doing your part.	YES	186
200448	@Daisymaemarch don't blame all women for your broken relationship w/ your own mother, Daisy.	YES	92
200449	@Sarcasmicfiend @tpa_1960 @JollyMollyRoger @MeidasTouch @redheadb3 Didn't blame all women of Texas. That would be silly. Just the majority. Women that vote Republican for whatever reason, even tho it the DEMS that consistently protect their rights, thought they were insulated from GOP f***kery, fooled around and found out.	YES	324
200450	@michaelharriot Maybe stop being so tolerant of the deliberately uneducated.  Let’s stop ducking the “elitist” tag given to those of us women earning college degrees and advanced degrees.  This great new way to blame ALL women for uneducated female fascism is obnoxious.	YES	270
200451	@DreadPirateRobO @IzzyKamikaze @ShaunaghG @Debbbooo @chromefutures @ElaineF73884477 There are women who have done despicable things too you know but we don't blame all women for actions of a few.	YES	195
200453	@kennavita Can't blame all men. Just  like we men can't blame all women.	NO	72
200454	@ApplecoreKatie @notCursedE I mean you dont blame all women for something an unstable woman did	NO	95
200456	"Men are sooooo freakin bitter. Like so many of them are drowning in intense misogyny. Like why?They always say, ""Not all Men"" when women bring up stats and valid concerns, but let one woman do something and they blame all women. Thank god Im a lesbian."	NO	252
200457	Y’all chase after gold diggers when you ain’t got no gold then wanna blame all women for your rejection 😂	YES	105
200459	@Jillybe07741022 @kingkong_89 @thenewmcj @yaresedor @NICECSN @jalynjnae @jiffylube I don't blame all women. That's inaccurate	NO	125
200460	When Mehwish cheated Danish we didn’t blame all women . When marvi sirmed blasphemed jesus, we didn’t blame the whole gender . When group of girls kidnapped a boy and raped him to death, we didn’t blame every women . When a woman from Malik Riaz’s family abuse actress v no abuse	YES	279
200461	@chrislhayes This is just an abusive relationship. Mom works extra shifts and pays the bills to keep the family together and somehow give us hope. Dad gets drunk, beats her, beats the kids, and runs up a tab to impress his rich boss. Then he skips town. Ladies and gents, our two party system. https://t.co/kXRvDvztBG	YES	317
200462	Grown men wanna baby me &amp; thats cute. Or the thought of it is cute, but once I start really requiring shit.. its crickets. No one has anything to dish out. Ion got time. Im legit a boss baby, move.	NO	201
200463	@UNESports @UNEFieldHockey Because your the Boss! Strong beautiful and powerful! Keep dominating	NO	96
200464	i wouldnt say the vishap boss is difficult for me but its definitely more annoying to farm than the wolflord was	NO	112
200465	If there is a loophole, I will find that loophole, and use that loophole like a boss to save the WORLD! https://t.co/GtjODux9t0	NO	127
200466	@MYLESGINVEST Great boss @ShytoshiKusama who gain more respect (hv 324k) followers lesson a dude who has less than 5200 followers. Cheers	NO	137
200467	When you wake up at 4am for work, get sent home early because of weather, and then your boss says to not come in until 10:30 the next day https://t.co/bDDZM8I404	NO	161
200468	You know it's good when you see the professor roll up. Rise for the @kuro_professor. Good seeing ya boss.#ComicCon https://t.co/XTDHY6TtXQ	NO	138
200469	I still wish they turned this into a boss fight. https://t.co/HyvPYJPHJc	NO	72
200470	@shadliebug @Starbots_game Didn't get to mint one, pasiko nalang po boss shad 🙈	NO	79
200471	Love to have a chat with my direct boss about polyamory and failing out of university due (in part) to transitioning. In 10/10 cis ally his comment was one of those things sounds like an important life changing event and it wasn’t getting a piece of paper to stick on the wall	NO	276
200472	@sliturguts @inhumanew4ste cant boss hairs soakin	NO	49
200473	On the final boss rn of Back 4 Bloodhttps://t.co/Y94KPxcDyI #Back4Blood	NO	71
200474	@VanCarlito2003 My Virgo self tryna show this bitch who's boss 😂😂	YES	65
200475	@77enkidu Thanks for having a birthday Boss! Gives us a reason to celebrate you. 😈	NO	82
200476	"""The Boss in Action"",  R.O.T.D.The Skinny:  Listening to Zoomer Radio on the ""Big Boy"".  A lovely receiver.The Crown Jewel at Amazon: https://t.co/EIg52Oif1zMy Review: https://t.co/bSqGy8SONL#getthebest #ccrane #ccradio3 #am #fm #weather #alert #noaa #2m #ham #radio https://t.co/pmzJGWI5an"	NO	290
200477	Me when I could not spell drawer so I had to draw a picture so my boss understood what I was trying to write 😂 https://t.co/Z5dh0SHxmO	NO	134
200478	Aberdeen 1-1 St Johnstone: Saints boss Callum Davidson calls for VAR over penalty award at Pittodrie https://t.co/EVlzHE7uiv	NO	124
200479	@KatieBrittforAL Fight for it?   Did you advise your boss Richard Shelby to fight for it?GO MO GO!	NO	98
200480	@ManUtd Ralf Rangnick 🙏 be our boss https://t.co/MGG7eNBQmS	NO	59
200481	@bangdesal @olga_dalla She does no wrong in your eyes but factually yall bullied me .	NO	85
200482	@VentingSalty I nevee bullied you in the first place smh	NO	56
200483	The Trans Community Bullied Daphne (Transgender Woman) Also Dave Chappelles Best friend Into Committing Suicide… All Because She Supported Dave.	YES	144
200484	@ComicDaveSmith Similar, tell me Aaron Swartz wasn't bullied to death.	NO	70
200485	@TheTodayShow Did Jenny feel sick when her husband bullied Christine Holgate out of her job?When Australians were issued fraudulent debt notices #robodebt and many committed suicide? When a young family from #HomeToBilo we’re dragged from their beds in the early hours of the morning?	YES	284
200486	@HighHeelEsquire Crazy to see how Putin overplayed his hand. He thought the world would balk.  I think Ukraine standing up for itself made it easier for the rest of the world to stand up to him. Even though ppl don’t like bullies, they don’t respect the bullied.	NO	262
200487	@GBPdaily Aaron Rodgers has stood alone against all the bullshit thrown at him and rose above all of the CowPatties. He refused to be pushed and bullied to do something that goes against what worked for him. Go Aaron	NO	216
200488	"Bit ironic that Morrison is banging on about bots when most of his followers are bots and sock puppets.He just hates being called out on Twitter.  Hiding behind ""kids and women"" being bullied."	NO	192
200489	I always wished I had met you sooner. Then, we could've played cards on the holidays, and I could've made gimbap for your school trips. If anyone had bullied you, I would've met their parents, yelled at them to teach their kids better, and fought for you.	NO	255
200491	Republicans have shoved, bullied, attacked, killed &amp; stole so when's the next coup https://t.co/pFaYQ0kZPV	NO	110
200492	@PositronicWoman Also, i'm sorry, but Peter is absolutely a bit of motor-mouthed smart ass. It's totally in character that a third of the reason that he's bullied is because he doesnt know when to shut up	NO	204
200493	a Thick Mika hourglass expansion for @demonwolf202 get bullied. https://t.co/X4OJEfmNb6	NO	87
200494	@liammc90gaming Thats honestly super helpful Liam. I have issues with placing my value onto others a bit too much &amp; I really have to work on it.I was bullied a lot in highschool &amp; had people pretend to be my friends so this is kind of a major trigger for me.	NO	266
200495	@im_melloow Bullied since he was 6, told he couldn’t be a hero ever since then, almost died, then gets told he can’t be a hero by role model, and then saves bully and gets no thanks. All acknowledged in first episode and very good reasons to cry let alone all the more pain/reason to cry.	NO	288
200496	From someone who was bullied to enticing a toxic social media app to abuse an 18 year old. Class from @Chelsearory. https://t.co/FjRcXbNk16	NO	139
200497	@momDaniela @siouxielaloca @FoxNews Many K-12 school bathrooms I've seen have no doors &amp; an open entrance that goes around a corner. There is privacy, but not so much that a teacher or admin in the hall can hear a student being bullied or easily smell smoke from vaping or cigarettes. Seems like a good compromise.	NO	318
200498	I’m more loved on Facebook than Twitter it’s hard 2 be me on here when I was cyber bullied threatened an  accused of verbal rape it’s so hard 2  explain 2 my RL  best friend that her best friend was accused of Rape not talking bout @VelVelHoller but  I hate being treated this way https://t.co/aBg7vG4gVX	YES	304
200499	@KellenDunk @CroneInAMillion Do U hear yourself? U are the equivalent of “she wore a skirt and it made the man rape her”.U seem to be okay with the porn or abuse sent to her. the out of context quoting is by definition defamatory. She had every right to shut that down. Ur mad b/c she can’t be bullied.	YES	302
200500	@JessicaRoseColl @JServantess @0scaremorales Because I’ve had 2 of my 3 children bullied by children that are from broken homes and when all 4 parents got to the principles office with the children these parents then found out that life wasn’t all rainbows and butterflies like they thought their children were having the…	NO	322
200501	call me sexist but i just think buttling is a man’s job	YES	55
200502	@VitamnZebra @Waandyl @jazIynns Ayo, call me sexist but both of yall need to shut the fuck up	YES	93
200503	@ZStekkel I hate to say this and a SJW call me sexist but, women think every single thing within their sex is a competition. Almost as if they get more jealous of success than men. I'm mostly intrigued why this is something I've noticed over my 33 years alive. (I also have a sister haha)	YES	288
200504	Call me sexist but it just feels wrong that women are reffing the NBA like go ref the WNBA😬	YES	91
200505	@Russtophocles1 Girls don’t count as reply guys , call me sexist but I always love compliments from da gals. Even if they are horny posting😂😂 but if you’re mean I will cry	YES	171
200506	"People call me sexist but i aint any of that shit like bro, id totally fuck a woman compared to 6""3 pablo's ass that looks like its anal retraction could slice my cock like salami"	YES	179
200507	@NegativeBurner2 @NegativeArrow_ But the real thing that makes me mad is the message that this drive to remarket everything more safely sends to young girls, the unspoken rule that women cannot be BOTH powerful AND sexy. You can call me sexist, but what I really am is a sex-positive feminist.	YES	293
200508	@JaneCaro @abc730 Call me sexist but I don’t believe that stat. Maybe true in some demographic but surely not overall.	NO	118
200509	Listening to the “Women Sing Waits” tribute album, and I guess call me sexist but I think Tom is one of those guys whose maleness is so central to his music that it just doesn’t work for women. You could give Allison Krauss one of his songs and it just doesn’t, just isn’t.	YES	273
200510	Call me sexist but no way in hell 😂 https://t.co/9jlb46VjrO	NO	59
200511	Call me sexist but if I were a woman with big knockers this tweet would have garnished probably over 500 plus likes, so where is the reality?	YES	141
200512	and call me sexist but I can not believe those hands belong to a lady…	YES	70
200513	met this girl at a bar who was fucking beautiful, fucking dime, supermodel hot. went up to her asked her where’s she’s from what she does and she tells me she’s a brain surgeon. call me sexist but i was really impressed. most women can’t pull off sarcasm.	YES	255
200514	Call me sexist but I shouldn’t ever have to even see a bug and each time I do my husband has failed	YES	99
200517	Especially with men, call me sexist but that is some weird shit.	NO	64
200518	@The_Dart_Frog call me sexist but the CEO is a Polish woman	YES	59
200519	@bearkoda446 Call me sexist, but I do not want a male therapist. Did it twice, was miserable.	NO	93
200520	Call me sexist, but I've never met a girl who can write mystery novels.	YES	71
200521	@xoMissDanielle @ladyseakayaker I said 35 thousand and please keep your weak sexist misogynist bs to your self. The average strong woman has a set of balls and is not worried about words. You gaslight then call me sexist and misogynistic. Girl please us women in the real world got zero time for it	YES	298
200522	How much should I bet to see if there's gonna be a thickhead who'll defend this writing and call me sexist? Why will it happen? Well because they can't understand the difference between actual feminism// activism and performative activism https://t.co/bSIgZv2QcD	YES	262
200523	@John_FknStewart Watch them call me sexist or objectifying her. But bruh HAVE THEY SEEN THIS GODESS GOD DAMN BRO! https://t.co/gs1SeUsVIr	YES	137
200524	"never in my life did i think i would sit in a room full of men(that i was acquainted with), casually say ""i hate men"", and the majority of them get upset and call me sexist. as if this hatred came from their sex alone and not from the harmful actions men continuously do to women."	YES	280
200525	Sad but not surprised. From a young age I feared this would happen so I never had any male doctors and I'd never want a male gynaecologist either. Call me sexist all you want, but sadly time and time again we're being proven our fear is sadly justified 😞	YES	254
200526	"@jayteasee @DrJessTaylor ""Oh c´mon! I affirm this and this about what a woman says. About what a mother does/sholud do. About the implications of that. I am explaining to women what a woman says....but hey, it´s just interpretation if you call me sexist.""Still blind about your #masculinity?Really?"	YES	298
200527	@DJHighEyeQ @ItsMJ254 @JimboJumboFATAL @HVKingz @Kameron_Hay Call me sexist. Doesn’t offend me. 🤣	YES	97
200528	@CookieAndCakes @KJshipper @EHMReid12 You have yet to write one logical/coherent sentence, &amp; this is Twitter where it’s easy. All you can do is curse, call me sexist names &amp; spout  nonsense. You should be researching how to complete your own education. I had the best money can buy &amp; nothing you do will change that.	YES	328
200529	Please do it, please give me Trump/Hilary 2.0, I would love for a liberal to call me sexist for mentioning the Libyan slave trade that's now happening as a direct cause of Clinton's actions...please please please https://t.co/LBHywNJhJ9	NO	236
200530	@nermithy I literally told you before hand that I was doing this as a joke and now you’re gonna go and call me sexist I can’t even believe this what’s the point of being alive now	YES	179
200531	@TorontoTeacherX Okay then make or female. Mostly woman known for opening mouth about stuff they shouldnt. I'm a woman to. Yes you can call me sexist though.	YES	157
200532	@jcslattery Is she wearing a hospital gown? Call me sexist then.	YES	64
200535	Call me sexist all you want but no Nation ever succeeds with a woman as the Head. It's just the way it is. They final nail is already in the coffin. https://t.co/ZEEKHu90N6	YES	172
200536	@SCV1984 @17JAW17 @MLBONFOX @MLB Wtf?!? Because I don't like one man's voice, you call me sexist and a bigot??	YES	110
200538	The mighty ass. Call me sexist I do not care. https://t.co/LzXw4iRbLR	YES	69
200540	Call me sexist or a hater but a woman proclaiming she has “hoes” will never be cute!🥴🤮🤢 #FreeGame	YES	97
200541	@mitsuyacut1e this is so unfahrifhdyfhdh whyyyyy why is this actually canon... https://t.co/a04juqfBH1	NO	102
200542	its canon dont tell me otherwise https://t.co/9v6224pZbL	NO	56
200543	@taramaclayton Yes it’s a lot of fun, fun in like the traumatising way.. it’s like this military of witches against this more culty coven of witches… there’s also less canon gay than I thought it was but like there is a lot of homoerotic undertones for a lot of the not canon gay stuff	YES	285
200544	@wdznism 😭😭😭😭😭 I have no idea what wolf was doing fr he didn't care ab anyone he was just doing what he wants... pretty canon	NO	125
200545	@yuristlaurent And that’s true canon. She never kissed him or anything like that. Nope. She just punched him and enjoyed prom with her friends.	NO	143
200546	need to get ambie a character sheet in his canon glam… i have this screenshot one but it’s missing vital traits like his big arms and his huge ass https://t.co/1BskeQEwwc	NO	170
200548	"@productions_rtb @electri_kevin That's just the beta designs where they would have evolved from ""gun"" to ""artillery tank"" --now they're just a regular fish and a regular octopus so it doesn't make any sense at all. The beta designs are not canon."	NO	246
200549	@Zapper216 @PorcelainMaid @Girl_Dm_ Look, they may not know it yet, but this is canon 😤	NO	87
200550	becauseLIKE BRO ITS SO OBVIOUS even if its a small thing they're pretty much canon at this point because like.... yeah. its 3 am idk what I'm saying but i hope I'm making sense	NO	176
200551	Seeing that both DC and Ben 10 are owned by Warner Media, I've been wondering for the last couple years why they haven't rolled Ben and the Plumbers into DC canon. I'd love to see him crossover with the Green Lantern Corps. Like just imagine if Grandpa Max got a GL Ring🤯 https://t.co/DBs0p2mxUl	NO	295
200552	yoohan canon in kaizenix omg https://t.co/y1fYt99jXr	NO	52
200553	@earthlingdiego ok her being queer coded still doesn’t mean she’s a lesbian. For the last time, her sexuality is not canon. She could be bi or pan or you know…queer 🙄	YES	166
200554	Marvel: “Here everyone, have Daredevil and Kingpin confirmed to be canon in the MCU ! Huh what’s that you like Spider-Man !? Well have all three cinematic wall crawlers in one movie”DC: “You guys want us to #RestoreTheSnyderVerse !? Nooo silly that’s over lol we have a plan	NO	274
200555	@KUMlHOCOOKIE The only canon voices are the ones I make uo when reading their lines	NO	83
200556	Mirabel = Bisexual (She/They)Isabela = Lesbian (She/Her)Luisa = Straight ally (She/Her)Dolores = Straight ally (She/Her)Camilo = Either gay, pan or omni (also non-binary/genderfluid works) (CANON: He/They)	NO	205
200557	@howardtayler It's not fanfic, it's expanding the existing canon in a new format....she said, somewhat defensively.	NO	115
200558	@carstairsbur you have no idea how annoyed i was when i saw people spamming that at her in her chat. like pls for the love of god- it's not canon. stop asking!!!	NO	161
200559	@HEBlYT @2sideAnime There is literal canon proof that by 19 sasukr alone could beat kaguya but ok	NO	97
200560	@tgwdlmluvbot And also acknowledge that he canonically has literally never done anything with good intentions and is in canon, abusive, corrupt, and had no problem kidnapping and potentially unaliving a black child	NO	214
200561	@challah_chic I think about this every time the response to an act of charity is “they just did it to feel/look good” like, ok? Is the crucial part of an act of kindness the part where *someone else is helped by the act*, or the part where we weigh in on if the giver deserves canonization..?	NO	292
200562	Which '90s TV patriarch can make grown men cry? In today’s bonus ep, after an unexpected in-flight experience, Mark goes back to a tender moment from 2017 prompted by a tv dad that deserves canonization, and checks in to see if it still resonates. ⁣🎧https://t.co/01zq8BrBhW https://t.co/5wkizAajzJ	NO	297
200563	@KanayoMarcus @IgboHistoFacts The canonization process takes years	NO	66
200564	#Pope #Francis cited a #hate report that blames rule of Raja #Martandavarma and creates #conflict in Indian society while announcing canonization of  Devasahayam Pillai in Vatican on May 15, 2022, Church officials said in https://t.co/L4KMaif8Gs	NO	245
200565	I think we should petition the Vatican to put Billy Preston on the fast track to canonization.	NO	94
200566	@still_reading Not disputing this, but this is ijma of the jurists post-canonization, right? Ijma of companions, which is supposed to have greater weight, seemed to have more active female engagement.  For e.g. Aisha’s (ra) role in early jurisprudence, as attested to in Zarkashī’s al-Ijāba. /1	NO	294
200567	"Readers comment:• Unhappy marriages, annulments• ""With the post-Conciliar canonization being a total heartbreaking mess, where are the Catholic heroes?""• ""How should Catholics approach animals without humanizing them/catering to the Revolution?""https://t.co/mdkiydk5jd https://t.co/4e8syK3052"	NO	292
200568	@brianfraga @ThomasReeseSJ @NCRonline I too thought his canonization was a mistake.	NO	83
200569	""" Pope Saint Piux X's blue eyes shine through his incorrupt body found intact at the time of exhumation...""      https://t.co/t27Yko8kZi"	NO	136
200570	A problem with Sola Scriptura doctrine is that it ignores the process of Canonization. The understanding of how the Bible came to be.	NO	133
200571	@JuliaFello Abused people should be ashamed by the canonization of Huber	NO	72
200572	@EarlBosemanUSA @ic_lib @business We’ll start the canonization immediately!	NO	75
200573	I feel like we're not ascending. Instead, we're actually descending. I feel like, before the canonization of the Bible, we were so much more spiritually enlightened.	NO	165
200574	@HalCWatson1 @Par4thecourseC Although actually the opinions about Biblical canonization, who and when, are pretty much all over the map, The Other Bible (book) was my authority for stating the Catholic Church however, I claim personal ignorance here as in many other areas LOL.	NO	277
200575	@EwaMazierska Well yes but we have to redress the canonization of the NHS.	NO	74
200576	“Pope John XXII’s canonization of Thomas in 1323 seem[s] more like the canonization of a library than of a man.” https://t.co/HJ2Ddi5kqT	NO	136
200577	@TexasMoran @CardinalDolan He and the Archdiocese of NY refused to transfer his body to the Diocese of Peoria, in order to delay the beautification/canonization process from even beginning there. They made Peoria spend millions in legal battles to transfer the body.	NO	266
200578	@TheThesisDotUs as I understand the infallibility refers to the fact that a person is in heaven.  But it doesn’t extend to whether specific actions of a person were right or wrong. We can’t prove JP2 was not saved, so we can accept his canonization as valid, meaning he’s in heaven indeed.	NO	289
200579	"@Islamicop @PonderAndReason @grandpa1686 @FullmetalTheist Remember, if you get into a debate over the trinity, don't tell them it is difficult, quote their Church Father, who significantly contributed to the Nicene Creed, (the first canonization of the trinity), and yet directly called the question ""very difficult to deal with""."	NO	330
200580	@Pontifex approves #canonization of Bl. Titus Brandsma!The Holy Father approved the miracle that will allow #Carmelite Titus Brandsma, #martyr in #Dachau, to be declared a #saint.English https://t.co/6veIwHpZNVSpanish https://t.co/XeXfrxTbX9Italian https://t.co/ZeqPHfgFaG https://t.co/MBp1IY8fS7	NO	296
200581	@Timberoo_ @TheINSMH THanks for this. I am mostly trying to get cloth over large dicks and I have figured out a process, but I will check this out when it's next on sale! I've had decent luck with m4 stuff. Mostly, the stuff I've bought that claims to be dforce sometimes doesn't work as well	NO	292
200582	@Blackindiaink @bigdogXVI @Amaliajaja @21funnygirl61 @melyssapatterso @IsaPromises Just remember to apply a thin layer and buff with a different cloth. They come out *chefs kiss*	NO	178
200583	@SawyerMerritt The Cyberwhistle is the last whistle you'll ever buy. Your grandchildren will inherit it 👍The cloth gets dirty and you have to buy a new one, like once a week 👎	NO	175
200585	Unboxing my new reading cloth from Kat Ryalls. #katryalls #readingcloth #rootsandwingsoracledeck #oraclecards oracle readings #tarot #tarotbygraham https://t.co/lJi2hwduqE	NO	171
200586	Picture commissioned by @SpikyBlockFeaturing his poodle boy in formal top and loin cloth. x3Watch my live commissions here:https://t.co/guMqQz4D5zRules in stream description. =3 https://t.co/ICJt53BA44	NO	201
200587	To enter the giveaway:✨ Tag 3️⃣ covid-positive friends who you know would love this✨ Follow @POTUS and @FLOTUS ✨ Post a pic of you in your cloth mask and tag it with #TooLittleTooLateWinners will be announced at midnight good luck babies 🤫😍😍🤩🥳https://t.co/aGWnsOhb9n	NO	266
200588	@DigginRobat oh，here is the essay write by my friend, about clothhttps://t.co/WF5I4Ivv1i	NO	88
200589	KN95-ing pretty much anywhere indoors these days, or if it’s a quick trip somewhere not too crowded like a corner store, surgical mask under cloth mask 😷 https://t.co/8wdROT9KlU	NO	177
200591	@SaGaMuk nah shadow beast from Yorknew arc. the ones that uvogin killed by himself. his name owl it was conjuration with his cloth if anything was caught in it it would shrink https://t.co/P8wXOnjpH5	NO	199
200592	Camping Accessories – SOFTSPUN Microfiber Cleaning Cloths, 5pcs 40x40cms 340GSM Blue! Highly Absorbent, Lint and Streak Free, Multi -Purpose Wash Cloth for Kitchen, Car, Window, Stainless Steel, silverware. https://t.co/wC3ELBlNsB	NO	230
200593	51% offUse code DDD06JAN.Reusable Cloth Face Mask With 3-ply Adjustable Ear Loops &amp; Nose Wire Breathable for Adult Men and Wo.https://t.co/jm3HmB4PZj#amazon #deals #discount #offer https://t.co/ld2clOi4Vd	NO	208
200594	Check out BARBIE Doll Pants PRINCESS JASMINE 1992 Mattel Disney ALADDIN GreenPants Cloth #Mattel https://t.co/DQ8bdjUTPr via @eBay	NO	130
200595	"@1997Aggies @dontlickchalk @No13Seed But the single c19 particulate is unlikely to transmit--it's the big, juicy respiratory droplets (which cloth masks are GREAT at stopping) that will get you. But you keep pretending to be an ""expert""."	NO	237
200596	@negativa I think something like a.. idk how to say it, but some colourful cloth or something you can hang that covers a lot of the wall could look very neat	NO	157
200597	@1779_moo i've always loved cloth mats since my first spellground, so hopefully i can snag one up https://t.co/vcv7qfMPX4	NO	121
200598	he’s trying to do like an evil villain speech with a wet cloth on his arm because he didn’t want sparkles on his arm who is he trying to trick	NO	142
200599	@Junebagio @bitterclinger4e It was so tragic I had to lie down with a cool cloth.	NO	81
200600	Just wanna be proud of myself for switching to cloth diapers when Novella was 3 months old. 🥺 she’s almost ten months old now &amp; I wish we would’ve done it with Noelle.	NO	171
200602	"@SkyNews @ramsaysky Sorry to cock-block your fear-mongering with facts that any 7-year-old would know.Seems like whomever wrote that headline is ""awash"" with not knowing their ass from a hole in the ground.Spoiler: The US dollar, and US demand for drugs is fueling the violence, obviously. https://t.co/6lDLn3nwEE"	NO	313
200604	I never understood this😂 And then some of y’all cock block the one friend that do get some and think it’s a fun story to tell on the flight back home🤦🏾‍♂️🤣 https://t.co/g4XQaB0kM8	NO	179
200608	@SooshooOt7 @Trini_BTSinner @KissaMeassa @BangtanPryncess @sugasonlykitten @jcnjsgurl @Snoopygurl82 @mixedbutterfly7 @WhippedNoona @RNTD @RDrape21 @RebeccaBTS69 @B0DYBYBAC0N Me eh saying you gonna marry the man. All I saying is, ain’t no way he doh have you drooling when you look at him and if he buss a flirt on you. You gonna cock block yourself. Nope! Not me.	YES	363
200609	@PFTCommenter classic cock block https://t.co/0x3U4lWGXS	YES	56
200610	if you don’t want me but your friend do, DONT FUCKING COCK BLOCK BITCH .	YES	72
200611	@delucashalifoe SHES WORSE THAN ANACOSTIA AT LEAST SHE DIDNT COCK BLOCK THEM	YES	76
200612	122 [First Love] to try and cock block them because wouldn't that be funny? And it's totally not because Jeongguk makes him nervous, Jeongguk who still has the same night sky eyes and the pretty smile that makes his nose scrunch adorably, Jeongguk who is now half a head taller–	NO	278
200616	Is it still considered a cock block? https://t.co/lb43yXbibV	NO	60
200617	"I have kept a seat for you. Bye""Nkiru was meant to be a short term relationship but he woke up one day to realize they have been together for two years and counting. Each day he wakes up more interested in her.""Guy that your babe sha. She go dey cock-block you.4/"	YES	263
200618	Dogboys priorities include abandoning hunting demons to cock block any guy that comes near Kagome. 😂😂 https://t.co/1FBJC8YQcZ	NO	125
200621	@RBPundit then they spend 15 years on the cock carousel trying to find one decent man to marry them.	YES	100
